APURAÇÃO;PRODUTO;VENDEDOR;SUPERVISOR;CANAL_VENDAS;META
;;;;Lojas Afiliadas;11800
;;;;Lojas Próprias;13700
;;Gregory House;Clementina Silva;Internet;10900
;;;;Lojas Afiliadas;11800
;;;;Lojas Próprias;13700
;;Ítalo Teotônio;Carleta Joaquina;Internet;10900
;;;;Lojas Afiliadas;11800
;;;;Lojas Próprias;13700
;;Jack Bauer;Teobaldo Souza;Internet;10900
;;;;Lojas Afiliadas;11800
;;;;Lojas Próprias;13700
;;Michael Scofield;Astolfo Péricles;Internet;10900
;;;;Lojas Afiliadas;11800
;;;;Lojas Próprias;13700
;;Norma Bates;Teobaldo Souza;Internet;10900
;;;;Lojas Afiliadas;11800
;;;;Lojas Próprias;13700
;;Randal Pearson;Josvaldo Ferreira;Internet;10900
;;;;Lojas Afiliadas;11800
;;;;Lojas Próprias;13700
;;Shaun Murphy;Clementina Silva;Internet;10900
;;;;Lojas Afiliadas;11800
;;;;Lojas Próprias;13700
;;Thomas Shelby;Carleta Joaquina;Internet;10900
;;;;Lojas Afiliadas;11800
;;;;Lojas Próprias;13700
;;Walter White;Carleta Joaquina;Internet;10900
;;;;Lojas Afiliadas;11800
;;;;Lojas Próprias;13700
;Suco Bronze;Annalise Keating;Josvaldo Ferreira;Internet;5400
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6900
;;Dexter Morgan;Josvaldo Ferreira;Internet;5400
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6900
;;Elliot Alderson;Clementina Silva;Internet;5400
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6900
;;Gregory House;Clementina Silva;Internet;5400
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6900
;;Ítalo Teotônio;Carleta Joaquina;Internet;5400
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6900
;;Jack Bauer;Teobaldo Souza;Internet;5400
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6900
;;Michael Scofield;Astolfo Péricles;Internet;5400
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6900
;;Norma Bates;Teobaldo Souza;Internet;5400
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6900
;;Randal Pearson;Josvaldo Ferreira;Internet;5400
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6900
;;Shaun Murphy;Clementina Silva;Internet;5400
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6900
;;Thomas Shelby;Carleta Joaquina;Internet;5400
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6900
;;Walter White;Carleta Joaquina;Internet;5400
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6900
;Suco Diamante;Annalise Keating;Josvaldo Ferreira;Internet;6100
;;;;Lojas Afiliadas;9800
;;;;Lojas Próprias;8900
;;Dexter Morgan;Josvaldo Ferreira;Internet;6100
;;;;Lojas Afiliadas;9800
;;;;Lojas Próprias;8900
;;Elliot Alderson;Clementina Silva;Internet;6100
;;;;Lojas Afiliadas;9800
;;;;Lojas Próprias;8900
;;Gregory House;Clementina Silva;Internet;6100
;;;;Lojas Afiliadas;9800
;;;;Lojas Próprias;8900
;;Ítalo Teotônio;Carleta Joaquina;Internet;6100
;;;;Lojas Afiliadas;9800
;;;;Lojas Próprias;8900
;;Jack Bauer;Teobaldo Souza;Internet;6100
;;;;Lojas Afiliadas;9800
;;;;Lojas Próprias;8900
;;Michael Scofield;Astolfo Péricles;Internet;6100
;;;;Lojas Afiliadas;9800
;;;;Lojas Próprias;8900
;;Norma Bates;Teobaldo Souza;Internet;6100
;;;;Lojas Afiliadas;9800
;;;;Lojas Próprias;8900
;;Randal Pearson;Josvaldo Ferreira;Internet;6100
;;;;Lojas Afiliadas;9800
;;;;Lojas Próprias;8900
;;Shaun Murphy;Clementina Silva;Internet;6100
;;;;Lojas Afiliadas;9800
;;;;Lojas Próprias;8900
;;Thomas Shelby;Carleta Joaquina;Internet;6100
;;;;Lojas Afiliadas;9800
;;;;Lojas Próprias;8900
;;Walter White;Carleta Joaquina;Internet;6100
;;;;Lojas Afiliadas;9800
;;;;Lojas Próprias;8900
;Suco Ouro;Annalise Keating;Josvaldo Ferreira;Internet;6400
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;8400
;;Dexter Morgan;Josvaldo Ferreira;Internet;6400
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;8400
;;Elliot Alderson;Clementina Silva;Internet;6400
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;8400
;;Gregory House;Clementina Silva;Internet;6400
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;8400
;;Ítalo Teotônio;Carleta Joaquina;Internet;6400
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;8400
;;Jack Bauer;Teobaldo Souza;Internet;6400
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;8400
;;Michael Scofield;Astolfo Péricles;Internet;6400
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;8400
;;Norma Bates;Teobaldo Souza;Internet;6400
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;8400
;;Randal Pearson;Josvaldo Ferreira;Internet;6400
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;8400
;;Shaun Murphy;Clementina Silva;Internet;6400
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;8400
;;Thomas Shelby;Carleta Joaquina;Internet;6400
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;8400
;;Walter White;Carleta Joaquina;Internet;6400
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;8400
;Suco Prata;Annalise Keating;Josvaldo Ferreira;Internet;5300
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;6900
;;Dexter Morgan;Josvaldo Ferreira;Internet;5300
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;6900
;;Elliot Alderson;Clementina Silva;Internet;5300
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;6900
;;Gregory House;Clementina Silva;Internet;5300
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;6900
;;Ítalo Teotônio;Carleta Joaquina;Internet;5300
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;6900
;;Jack Bauer;Teobaldo Souza;Internet;5300
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;6900
;;Michael Scofield;Astolfo Péricles;Internet;5300
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;6900
;;Norma Bates;Teobaldo Souza;Internet;5300
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;6900
;;Randal Pearson;Josvaldo Ferreira;Internet;5300
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;6900
;;Shaun Murphy;Clementina Silva;Internet;5300
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;6900
;;Thomas Shelby;Carleta Joaquina;Internet;5300
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;6900
;;Walter White;Carleta Joaquina;Internet;5300
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;6900
30/11/2020;Café Bronze;Annalise Keating;Josvaldo Ferreira;Internet;3300
;;;;Lojas Afiliadas;3300
;;;;Lojas Próprias;4900
;;Dexter Morgan;Josvaldo Ferreira;Internet;3300
;;;;Lojas Afiliadas;3300
;;;;Lojas Próprias;4900
;;Elliot Alderson;Clementina Silva;Internet;3300
;;;;Lojas Afiliadas;3300
;;;;Lojas Próprias;4900
;;Gregory House;Clementina Silva;Internet;3300
;;;;Lojas Afiliadas;3300
;;;;Lojas Próprias;4900
;;Ítalo Teotônio;Carleta Joaquina;Internet;3300
;;;;Lojas Afiliadas;3300
;;;;Lojas Próprias;4900
;;Jack Bauer;Teobaldo Souza;Internet;3300
;;;;Lojas Afiliadas;3300
;;;;Lojas Próprias;4900
;;Michael Scofield;Astolfo Péricles;Internet;3300
;;;;Lojas Afiliadas;3300
;;;;Lojas Próprias;4900
;;Norma Bates;Teobaldo Souza;Internet;3300
;;;;Lojas Afiliadas;3300
;;;;Lojas Próprias;4900
;;Randal Pearson;Josvaldo Ferreira;Internet;3300
;;;;Lojas Afiliadas;3300
;;;;Lojas Próprias;4900
;;Shaun Murphy;Clementina Silva;Internet;3300
;;;;Lojas Afiliadas;3300
;;;;Lojas Próprias;4900
;;Thomas Shelby;Carleta Joaquina;Internet;3300
;;;;Lojas Afiliadas;3300
;;;;Lojas Próprias;4900
;;Walter White;Carleta Joaquina;Internet;3300
;;;;Lojas Afiliadas;3300
;;;;Lojas Próprias;4900
;Café Diamante;Annalise Keating;Josvaldo Ferreira;Internet;4700
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;8800
;;Dexter Morgan;Josvaldo Ferreira;Internet;4700
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;8800
;;Elliot Alderson;Clementina Silva;Internet;4700
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;8800
;;Gregory House;Clementina Silva;Internet;4700
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;8800
;;Ítalo Teotônio;Carleta Joaquina;Internet;4700
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;8800
;;Jack Bauer;Teobaldo Souza;Internet;4700
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;8800
;;Michael Scofield;Astolfo Péricles;Internet;4700
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;8800
;;Norma Bates;Teobaldo Souza;Internet;4700
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;8800
;;Randal Pearson;Josvaldo Ferreira;Internet;4700
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;8800
;;Shaun Murphy;Clementina Silva;Internet;4700
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;8800
;;Thomas Shelby;Carleta Joaquina;Internet;4700
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;8800
;;Walter White;Carleta Joaquina;Internet;4700
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;8800
;Café Ouro;Annalise Keating;Josvaldo Ferreira;Internet;2900
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;7200
;;Dexter Morgan;Josvaldo Ferreira;Internet;2900
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;7200
;;Elliot Alderson;Clementina Silva;Internet;2900
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;7200
;;Gregory House;Clementina Silva;Internet;2900
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;7200
;;Ítalo Teotônio;Carleta Joaquina;Internet;2900
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;7200
;;Jack Bauer;Teobaldo Souza;Internet;2900
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;7200
;;Michael Scofield;Astolfo Péricles;Internet;2900
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;7200
;;Norma Bates;Teobaldo Souza;Internet;2900
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;7200
;;Randal Pearson;Josvaldo Ferreira;Internet;2900
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;7200
;;Shaun Murphy;Clementina Silva;Internet;2900
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;7200
;;Thomas Shelby;Carleta Joaquina;Internet;2900
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;7200
;;Walter White;Carleta Joaquina;Internet;2900
;;;;Lojas Afiliadas;5700
;;;;Lojas Próprias;7200
;Café Prata;Annalise Keating;Josvaldo Ferreira;Internet;3500
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;5300
;;Dexter Morgan;Josvaldo Ferreira;Internet;3500
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;5300
;;Elliot Alderson;Clementina Silva;Internet;3500
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;5300
;;Gregory House;Clementina Silva;Internet;3500
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;5300
;;Ítalo Teotônio;Carleta Joaquina;Internet;3500
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;5300
;;Jack Bauer;Teobaldo Souza;Internet;3500
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;5300
;;Michael Scofield;Astolfo Péricles;Internet;3500
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;5300
;;Norma Bates;Teobaldo Souza;Internet;3500
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;5300
;;Randal Pearson;Josvaldo Ferreira;Internet;3500
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;5300
;;Shaun Murphy;Clementina Silva;Internet;3500
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;5300
;;Thomas Shelby;Carleta Joaquina;Internet;3500
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;5300
;;Walter White;Carleta Joaquina;Internet;3500
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;5300
;Cerveja Bronze;Annalise Keating;Josvaldo Ferreira;Internet;6800
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;9100
;;Dexter Morgan;Josvaldo Ferreira;Internet;6800
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;9100
;;Elliot Alderson;Clementina Silva;Internet;6800
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;9100
;;Gregory House;Clementina Silva;Internet;6800
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;9100
;;Ítalo Teotônio;Carleta Joaquina;Internet;6800
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;9100
;;Jack Bauer;Teobaldo Souza;Internet;6800
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;9100
;;Michael Scofield;Astolfo Péricles;Internet;6800
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;9100
;;Norma Bates;Teobaldo Souza;Internet;6800
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;9100
;;Randal Pearson;Josvaldo Ferreira;Internet;6800
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;9100
;;Shaun Murphy;Clementina Silva;Internet;6800
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;9100
;;Thomas Shelby;Carleta Joaquina;Internet;6800
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;9100
;;Walter White;Carleta Joaquina;Internet;6800
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;9100
;Cerveja Diamante;Annalise Keating;Josvaldo Ferreira;Internet;11400
;;;;Lojas Afiliadas;18500
;;;;Lojas Próprias;22300
;;Dexter Morgan;Josvaldo Ferreira;Internet;11400
;;;;Lojas Afiliadas;18500
;;;;Lojas Próprias;22300
;;Elliot Alderson;Clementina Silva;Internet;11400
;;;;Lojas Afiliadas;18500
;;;;Lojas Próprias;22300
;;Gregory House;Clementina Silva;Internet;11400
;;;;Lojas Afiliadas;18500
;;;;Lojas Próprias;22300
;;Ítalo Teotônio;Carleta Joaquina;Internet;11400
;;;;Lojas Afiliadas;18500
;;;;Lojas Próprias;22300
;;Jack Bauer;Teobaldo Souza;Internet;11400
;;;;Lojas Afiliadas;18500
;;;;Lojas Próprias;22300
;;Michael Scofield;Astolfo Péricles;Internet;11400
;;;;Lojas Afiliadas;18500
;;;;Lojas Próprias;22300
;;Norma Bates;Teobaldo Souza;Internet;11400
;;;;Lojas Afiliadas;18500
;;;;Lojas Próprias;22300
;;Randal Pearson;Josvaldo Ferreira;Internet;11400
;;;;Lojas Afiliadas;18500
;;;;Lojas Próprias;22300
;;Shaun Murphy;Clementina Silva;Internet;11400
;;;;Lojas Afiliadas;18500
;;;;Lojas Próprias;22300
;;Thomas Shelby;Carleta Joaquina;Internet;11400
;;;;Lojas Afiliadas;18500
;;;;Lojas Próprias;22300
;;Walter White;Carleta Joaquina;Internet;11400
;;;;Lojas Afiliadas;18500
;;;;Lojas Próprias;22300
;Cerveja Ouro;Annalise Keating;Josvaldo Ferreira;Internet;12300
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16100
;;Dexter Morgan;Josvaldo Ferreira;Internet;12300
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16100
;;Elliot Alderson;Clementina Silva;Internet;12300
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16100
;;Gregory House;Clementina Silva;Internet;12300
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16100
;;Ítalo Teotônio;Carleta Joaquina;Internet;12300
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16100
;;Jack Bauer;Teobaldo Souza;Internet;12300
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16100
;;Michael Scofield;Astolfo Péricles;Internet;12300
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16100
;;Norma Bates;Teobaldo Souza;Internet;12300
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16100
;;Randal Pearson;Josvaldo Ferreira;Internet;12300
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16100
;;Shaun Murphy;Clementina Silva;Internet;12300
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16100
;;Thomas Shelby;Carleta Joaquina;Internet;12300
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16100
;;Walter White;Carleta Joaquina;Internet;12300
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16100
;Cerveja Prata;Annalise Keating;Josvaldo Ferreira;Internet;10200
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;17900
;;Dexter Morgan;Josvaldo Ferreira;Internet;10200
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;17900
;;Elliot Alderson;Clementina Silva;Internet;10200
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;17900
;;Gregory House;Clementina Silva;Internet;10200
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;17900
;;Ítalo Teotônio;Carleta Joaquina;Internet;10200
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;17900
;;Jack Bauer;Teobaldo Souza;Internet;10200
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;17900
;;Michael Scofield;Astolfo Péricles;Internet;10200
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;17900
;;Norma Bates;Teobaldo Souza;Internet;10200
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;17900
;;Randal Pearson;Josvaldo Ferreira;Internet;10200
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;17900
;;Shaun Murphy;Clementina Silva;Internet;10200
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;17900
;;Thomas Shelby;Carleta Joaquina;Internet;10200
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;17900
;;Walter White;Carleta Joaquina;Internet;10200
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;17900
;Refrigerante Bronze;Annalise Keating;Josvaldo Ferreira;Internet;6100
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6800
;;Dexter Morgan;Josvaldo Ferreira;Internet;6100
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6800
;;Elliot Alderson;Clementina Silva;Internet;6100
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6800
;;Gregory House;Clementina Silva;Internet;6100
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6800
;;Ítalo Teotônio;Carleta Joaquina;Internet;6100
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6800
;;Jack Bauer;Teobaldo Souza;Internet;6100
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6800
;;Michael Scofield;Astolfo Péricles;Internet;6100
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6800
;;Norma Bates;Teobaldo Souza;Internet;6100
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6800
;;Randal Pearson;Josvaldo Ferreira;Internet;6100
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6800
;;Shaun Murphy;Clementina Silva;Internet;6100
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6800
;;Thomas Shelby;Carleta Joaquina;Internet;6100
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6800
;;Walter White;Carleta Joaquina;Internet;6100
;;;;Lojas Afiliadas;6500
;;;;Lojas Próprias;6800
;Refrigerante Diamante;Annalise Keating;Josvaldo Ferreira;Internet;12200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;16500
;;Dexter Morgan;Josvaldo Ferreira;Internet;12200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;16500
;;Elliot Alderson;Clementina Silva;Internet;12200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;16500
;;Gregory House;Clementina Silva;Internet;12200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;16500
;;Ítalo Teotônio;Carleta Joaquina;Internet;12200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;16500
;;Jack Bauer;Teobaldo Souza;Internet;12200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;16500
;;Michael Scofield;Astolfo Péricles;Internet;12200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;16500
;;Norma Bates;Teobaldo Souza;Internet;12200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;16500
;;Randal Pearson;Josvaldo Ferreira;Internet;12200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;16500
;;Shaun Murphy;Clementina Silva;Internet;12200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;16500
;;Thomas Shelby;Carleta Joaquina;Internet;12200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;16500
;;Walter White;Carleta Joaquina;Internet;12200
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;16500
;Refrigerante Ouro;Annalise Keating;Josvaldo Ferreira;Internet;7800
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;12700
;;Dexter Morgan;Josvaldo Ferreira;Internet;7800
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;12700
;;Elliot Alderson;Clementina Silva;Internet;7800
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;12700
;;Gregory House;Clementina Silva;Internet;7800
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;12700
;;Ítalo Teotônio;Carleta Joaquina;Internet;7800
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;12700
;;Jack Bauer;Teobaldo Souza;Internet;7800
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;12700
;;Michael Scofield;Astolfo Péricles;Internet;7800
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;12700
;;Norma Bates;Teobaldo Souza;Internet;7800
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;12700
;;Randal Pearson;Josvaldo Ferreira;Internet;7800
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;12700
;;Shaun Murphy;Clementina Silva;Internet;7800
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;12700
;;Thomas Shelby;Carleta Joaquina;Internet;7800
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;12700
;;Walter White;Carleta Joaquina;Internet;7800
;;;;Lojas Afiliadas;10700
;;;;Lojas Próprias;12700
;Refrigerante Prata;Annalise Keating;Josvaldo Ferreira;Internet;9100
;;;;Lojas Afiliadas;9900
;;;;Lojas Próprias;10600
;;Dexter Morgan;Josvaldo Ferreira;Internet;9100
;;;;Lojas Afiliadas;9900
;;;;Lojas Próprias;10600
;;Elliot Alderson;Clementina Silva;Internet;9100
;;;;Lojas Afiliadas;9900
;;;;Lojas Próprias;10600
;;Gregory House;Clementina Silva;Internet;9100
;;;;Lojas Afiliadas;9900
;;;;Lojas Próprias;10600
;;Ítalo Teotônio;Carleta Joaquina;Internet;9100
;;;;Lojas Afiliadas;9900
;;;;Lojas Próprias;10600
;;Jack Bauer;Teobaldo Souza;Internet;9100
;;;;Lojas Afiliadas;9900
;;;;Lojas Próprias;10600
;;Michael Scofield;Astolfo Péricles;Internet;9100
;;;;Lojas Afiliadas;9900
;;;;Lojas Próprias;10600
;;Norma Bates;Teobaldo Souza;Internet;9100
;;;;Lojas Afiliadas;9900
;;;;Lojas Próprias;10600
;;Randal Pearson;Josvaldo Ferreira;Internet;9100
;;;;Lojas Afiliadas;9900
;;;;Lojas Próprias;10600
;;Shaun Murphy;Clementina Silva;Internet;9100
;;;;Lojas Afiliadas;9900
;;;;Lojas Próprias;10600
;;Thomas Shelby;Carleta Joaquina;Internet;9100
;;;;Lojas Afiliadas;9900
;;;;Lojas Próprias;10600
;;Walter White;Carleta Joaquina;Internet;9100
;;;;Lojas Afiliadas;9900
;;;;Lojas Próprias;10600
;Suco Bronze;Annalise Keating;Josvaldo Ferreira;Internet;2900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5600
;;Dexter Morgan;Josvaldo Ferreira;Internet;2900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5600
;;Elliot Alderson;Clementina Silva;Internet;2900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5600
;;Gregory House;Clementina Silva;Internet;2900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5600
;;Ítalo Teotônio;Carleta Joaquina;Internet;2900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5600
;;Jack Bauer;Teobaldo Souza;Internet;2900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5600
;;Michael Scofield;Astolfo Péricles;Internet;2900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5600
;;Norma Bates;Teobaldo Souza;Internet;2900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5600
;;Randal Pearson;Josvaldo Ferreira;Internet;2900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5600
;;Shaun Murphy;Clementina Silva;Internet;2900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5600
;;Thomas Shelby;Carleta Joaquina;Internet;2900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5600
;;Walter White;Carleta Joaquina;Internet;2900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;5600
;Suco Diamante;Annalise Keating;Josvaldo Ferreira;Internet;4600
;;;;Lojas Afiliadas;6600
;;;;Lojas Próprias;8200
;;Dexter Morgan;Josvaldo Ferreira;Internet;4600
;;;;Lojas Afiliadas;6600
;;;;Lojas Próprias;8200
;;Elliot Alderson;Clementina Silva;Internet;4600
;;;;Lojas Afiliadas;6600
;;;;Lojas Próprias;8200
;;Gregory House;Clementina Silva;Internet;4600
;;;;Lojas Afiliadas;6600
;;;;Lojas Próprias;8200
;;Ítalo Teotônio;Carleta Joaquina;Internet;4600
;;;;Lojas Afiliadas;6600
;;;;Lojas Próprias;8200
;;Jack Bauer;Teobaldo Souza;Internet;4600
;;;;Lojas Afiliadas;6600
;;;;Lojas Próprias;8200
;;Michael Scofield;Astolfo Péricles;Internet;4600
;;;;Lojas Afiliadas;6600
;;;;Lojas Próprias;8200
;;Norma Bates;Teobaldo Souza;Internet;4600
;;;;Lojas Afiliadas;6600
;;;;Lojas Próprias;8200
;;Randal Pearson;Josvaldo Ferreira;Internet;4600
;;;;Lojas Afiliadas;6600
;;;;Lojas Próprias;8200
;;Shaun Murphy;Clementina Silva;Internet;4600
;;;;Lojas Afiliadas;6600
;;;;Lojas Próprias;8200
;;Thomas Shelby;Carleta Joaquina;Internet;4600
;;;;Lojas Afiliadas;6600
;;;;Lojas Próprias;8200
;;Walter White;Carleta Joaquina;Internet;4600
;;;;Lojas Afiliadas;6600
;;;;Lojas Próprias;8200
;Suco Ouro;Annalise Keating;Josvaldo Ferreira;Internet;5800
